id_exercises ;name_of_exercises;exercises_description;equipment;rating
2628;King Maker Dumbbell Farmer's Carry;The dumbbell farmer's walk or carry is an exercise with roots in competitive strongman training, but which is also popular in CrossFit and functional training. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.;Dumbbell;9
2629;King Maker Dumbbell Shrug;none;Dumbbell;9
2630;30 Shoulders Alternating Dumbbell Front Raise;none;Dumbbell;9
2631;30 Shoulders Bent-Over Dumbbell Reverse Fly;none;Dumbbell;9
2632;30 Shoulders Dumbbell Front Raise;none;Dumbbell;9
2633;30 Shoulders Dumbbell Lateral Raise;none;Dumbbell;9
2634;30 Shoulders Dumbbell Shrug;none;Dumbbell;9
2635;30 Shoulders Incline Face-Down Dumbbell Reverse Fly;none;Dumbbell;8
2636;30 Shoulders Seated Dumbbell Front Raise;none;Dumbbell;8
2637;30 Shoulders Seated Dumbbell Side Raise;none;Dumbbell;8
2638;30 Shoulders Neutral-Grip Arnold Press;none;Dumbbell;9
2639;30 Shoulders Standing Dumbbell Upright Row;none;Dumbbell;9
2640;MetaBurn 3-Way Shoulder Raise;none;Dumbbell;9
2641;MetaBurn Dumbbell Overhead Press;none;Dumbbell;9
2642;MetaBurn Single-Leg Arnold Press;none;Dumbbell;9
2643;RG Forward-Leaning Dumbbell Upright Row;none;Dumbbell;9
2644;RG Alternating Seated Dumbbell Lateral Raise;none;Dumbbell;9
2645;RG Seated Dumbbell Shoulder Press;none;Dumbbell;9
2646;FYR2 Dumbbell Clean and Jerk;none;Dumbbell;9
2647;FYR2 Dumbbell Cross-Body Front Raise;none;Dumbbell;9
2648;FYR2 Dumbbell Front Raise;none;Dumbbell;8
2649;FYR2 Dumbbell Lateral Raise;none;Dumbbell;8
2650;FYR2 Lateral Raise Hold;none;Dumbbell;8
2651;FYR2 Seesaw Dumbbell Military Press;none;Dumbbell;8
2652;FYR2 Single-Dumbbell Halo;none;Dumbbell;8
2653;FYR2 Single-Dumbbell Overhead Press;none;Dumbbell;8
2654;Car driver;The car driver is a variation of the plate front raise exercise where the lifter holds a weight plate in front of them and twists it from side to side, similar to a steering wheel. It targets the muscles of the shoulders, the front or anterior deltoids in particular, but is also challenging to the core and upper-back muscles. It can provide variety in a shoulder-focused muscle-building workout or as part of an upper-body or full-body circuit.;Other;8
2655;Arnold press;Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or shoulder-focused portion of a workout.;Dumbbell;8
2656;Front Plate Raise;The plate front raise is a variation of the dumbbell front raise where the lifter holds a weight plate between two hands, rather than using a dumbbell, barbell, or other weight. It can provide variety in a shoulder-focused muscle-building workout, or as part of an upper body or full-body circuit.;Other;8
2657;Battle ropes;Battle ropes are an explosive training tool that involves moving the rope in waves with the other end of the rope anchored at ground level. There are many different types of waves, but the most common is alternating waves with the left and right hands. The battle ropes can be performed for short bursts as power training, for longer durations as cardiovascular training, or as a component of a conditioning or fat-loss circuit.;Other;8
2658;Seated rear delt fly;The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.;Dumbbell;8
2659;Circus Bell;none;Other;8
2660;Landmine Linear Jammer;The linear jammer is an explosive pressing movement performed using an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The linear jammer involves pressing the weight into the air, then catching it with the other hand. The movement focuses primarily on the muscles of the shoulders or deltoids. It can be trained in traditional muscle and strength-focused rep ranges, for lower reps with a focus on explosive pressing power, or for higher reps.;Other;8
2661;Crucifix;none;Other;8
2662;Bar shoulder extension stretch;The bar shoulder extension stretch is a technique to increase overhead mobility (known as shoulder flexion) and thoracic extension with the help of a bar or other stable object. It is often used as part of a warm-up before upper-body training.;Other;8
2663;Chair Upper Body Stretch;none;Other;7
2664;Sled Reverse Flye;none;Other;7
2665;Plate shoulder circle big to small;The plate shoulder circle big to small is an exercise targeting the shoulder complex. Typically, this is considered a warm-up move rather than a working exercise. It warms up the shoulder joint and works small and hard-to-attack muscles such as the rotator cuff group.;Other;7
2666;Sled Overhead Backward Walk;none;Other;7
2667;Log Lift;none;Other;7
2668;Standing suspended rear delt fly;The standing suspended rear delt fly is a bodyweight movement targeting the shoulders and upper back using a suspension strap system or gymnastic rings. It can be performed for time or reps as part of a dynamic warm-up for an upper-body strength workout, or in the workout itself either in traditional muscle-building rep ranges or for higher reps.;Other;7
2669;Waiter's carry;The waiter's carry is a type of loaded carry that targets the core, shoulders, and upper back. A weight is raised overhead with a single arm before the lifter begins walking in that position. It resembles a waiter carrying a tray overhead—hence the name. It can be performed for time or distance.;Other;7
2670;Towel dumbbell front raise;The towel dumbbell front raise is a variation of the dumbbell front raise that involves hanging a dumbbell from a towel held in the hands. It could also be performed with a kettlebell or weight plate. It can provide variety in a shoulder-focused muscle-building workout or as part of an upper-body or full-body circuit.;Other;7
2671;Reach-roll-lift combo;The reach-roll-lift combo is a mobility drill for the upper back and shoulders. It can be part of a dynamic warm-up for upper-body workouts, or as postural training anytime.;Other;7
2672;Upright Row - Gethin Variation;The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.;Other;8
2673;Squat Press Shoulder Press - Gethin Variation;none;Other;7
2674;Plate lateral raise;The plate lateral raise is an exercise targeting the side heads of the shoulder muscles or deltoids. It closely resembles the more popular dumbbell lateral raise, but is performed with light plates, making the movement slightly more difficult. It is usually performed for moderate to high reps as part of a shoulder or upper-body workout.;Other;7
2675;Standing Military Press - Gethin Variation;The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.;Other;7
